session_id,range_id,kernel,metric_name,value,ratio
2,9,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,4816896.0,0.3243%
3,0,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,1,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,2,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,1605632.0,0.1435%
3,3,_ZN5cudnn25bn_fw_tr_1C11_kernel_NCHWIffiLi512ELb1ELi1ELb1EEEv17cudnnTensorStructPKT_S1_PS2_PKT0_S8_S6_S6_PS6_S9_S9_S9_S6_S6_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,4,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,4883072.0,0.4363%
3,5,_ZN2at6native52_GLOBAL__N__e57809e0_19_DilatedMaxPool2d_cu_6258b57421max_pool_forward_nchwIfEEviPKT_llliiiiiiiiiiPS3_Pl,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,6,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,7,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,8,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,9,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
3,0,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
3,1,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,3211264.0,2.1974%
3,2,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
3,3,_ZN5cudnn25bn_fw_tr_1C11_kernel_NCHWIffiLi512ELb1ELi1ELb1EEEv17cudnnTensorStructPKT_S1_PS2_PKT0_S8_S6_S6_PS6_S9_S9_S9_S6_S6_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
3,4,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,7184768.0,4.9163%
3,5,_ZN2at6native52_GLOBAL__N__e57809e0_19_DilatedMaxPool2d_cu_6258b57421max_pool_forward_nchwIfEEviPKT_llliiiiiiiiiiPS3_Pl,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
3,6,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
3,7,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
3,8,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
3,9,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,819200.0,0.5606%
3,0,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,147456.0,0.2029%
3,1,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,1605632.0,2.2092%
3,2,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
3,3,_ZN5cudnn25bn_fw_tr_1C11_kernel_NCHWIffiLi512ELb1ELi1ELb1EEEv17cudnnTensorStructPKT_S1_PS2_PKT0_S8_S6_S6_PS6_S9_S9_S9_S6_S6_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
3,4,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,6128256.0,8.4319%
3,5,_ZN2at6native52_GLOBAL__N__e57809e0_19_DilatedMaxPool2d_cu_6258b57421max_pool_forward_nchwIfEEviPKT_llliiiiiiiiiiPS3_Pl,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
3,6,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
3,7,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,401408.0,0.5523%
3,8,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,294912.0,0.4058%
3,9,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,819200.0,1.1271%
3,0,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,294912.0,0.0199%
3,1,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,4854528.0,0.3268%
3,2,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,1605632.0,0.1081%
3,3,_ZN5cudnn25bn_fw_tr_1C11_kernel_NCHWIffiLi512ELb1ELi1ELb1EEEv17cudnnTensorStructPKT_S1_PS2_PKT0_S8_S6_S6_PS6_S9_S9_S9_S6_S6_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,0.0,0.0000%
3,4,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,24324480.0,1.6377%
3,5,_ZN2at6native52_GLOBAL__N__e57809e0_19_DilatedMaxPool2d_cu_6258b57421max_pool_forward_nchwIfEEviPKT_llliiiiiiiiiiPS3_Pl,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,4816896.0,0.3243%
3,6,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,5218304.0,0.3513%
3,7,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,802816.0,0.0540%
3,8,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,589824.0,0.0397%
3,9,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,1644800.0,0.1107%
4,0,_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,1737216.0,0.1552%
4,1,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
4,2,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
4,3,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
4,4,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
4,5,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,802816.0,0.0717%
4,6,_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
4,7,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,1737216.0,0.1552%
4,8,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
4,9,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,0.0,0.0000%
4,0,_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,2999040.0,2.0522%
4,1,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
4,2,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
4,3,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
4,4,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,6553600.0,4.4844%
4,5,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
4,6,_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
4,7,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,2999040.0,2.0522%
4,8,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
4,9,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,0.0,0.0000%
4,0,_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,394496.0,0.5428%
4,1,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
4,2,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,802816.0,1.1046%
4,3,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,589824.0,0.8115%
4,4,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,819200.0,1.1271%
4,5,_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
4,6,_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
4,7,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,394496.0,0.5428%
4,8,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,0.0,0.0000%
4,9,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,802816.0,1.1046%
4,0,_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,5524480.0,0.3719%
4,1,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,2408448.0,0.1621%
4,2,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,1605632.0,0.1081%
4,3,_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,1179648.0,0.0794%
4,4,_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,7468800.0,0.5028%
