ts,block,tid,queued,dur,name,context,device,registers per thread,shared memory,stream,correlation,ph,blocks per SM,pid,cat,warps per SM,grid,est. achieved occupancy %,External id
6083647120702.857,"[256, 1, 1]",7,0,2.209,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",1,0,16,0,7,15,X,2.345238,0,kernel,18.761906,"[197, 1, 1]",39,5
6083647120705.801,"[128, 1, 1]",7,0,39.52,_5x_cudnn_ampere_scudnn_128x64_relu_medium_nn_v1,1,0,128,16384,7,18,X,4.666667,0,kernel,18.666666,"[392, 1, 1]",33,5
6083647120746.122,"[128, 1, 1]",7,0,46.015,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",1,0,16,0,7,26,X,149.333328,0,kernel,597.333313,"[12544, 1, 1]",100,8
6083647120792.905,"[128, 1, 1]",7,0,2.272,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,32,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,9
6083647120795.913,"[512, 1, 1]",7,0,64.096,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, 512, true, 1, true>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",1,0,40,144,7,84,X,0.761905,0,kernel,12.190476,"[64, 1, 1]",25,12
6083647120907.945,"[128, 1, 1]",7,0,46.368,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,104,X,74.666664,0,kernel,298.666656,"[6272, 1, 1]",100,25
6083647120955.113,"[32, 4, 1]",7,0,3.136,"void cudnn::winograd::generateWinogradTilesKernel<0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>)",1,0,40,8704,7,127,X,0.380952,0,kernel,1.52381,"[2, 16, 1]",3,30
6083647120959.049,"[256, 1, 1]",7,0,144.192,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,1,0,126,49152,7,129,X,9.333333,0,kernel,74.666664,"[2, 28, 14]",33,30
6083647121104.137,"[128, 1, 1]",7,0,46.016,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",1,0,16,0,7,137,X,149.333328,0,kernel,597.333313,"[12544, 1, 1]",100,33
6083647121150.857,"[128, 1, 1]",7,0,2.112,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,143,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,34
6083647121153.736,"[512, 1, 1]",7,0,64.705,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, 512, true, 1, true>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",1,0,40,144,7,195,X,0.761905,0,kernel,12.190476,"[64, 1, 1]",25,37
6083647121265.929,"[128, 1, 1]",7,0,46.271,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,215,X,74.666664,0,kernel,298.666656,"[6272, 1, 1]",100,50
6083647121313.0,"[256, 1, 1]",7,0,44.417,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",1,0,26,0,7,234,X,37.333332,0,kernel,298.666656,"[3136, 1, 1]",100,53
6083647121358.216,"[256, 1, 1]",7,0,10.336,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,252,X,9.333333,0,kernel,74.666664,"[392, 2, 1]",100,57
6083647121369.352,"[256, 1, 1]",7,0,4.0,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,254,X,3.047619,0,kernel,24.380953,"[1, 2, 128]",51,57
6083647121374.12,"[256, 1, 1]",7,0,62.336,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize256x128x32_stage2_warpsize4x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,254,98304,7,259,X,0.583333,0,kernel,4.666667,"[1, 49, 1]",0,57
6083647121437.608,"[128, 1, 1]",7,0,17.568,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",1,0,16,0,7,268,X,74.666664,0,kernel,298.666656,"[6272, 1, 1]",100,60
6083647121455.912,"[128, 1, 1]",7,0,2.24,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,274,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,61
6083647121458.952,"[512, 1, 1]",7,0,22.048,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, 512, true, 1, true>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",1,0,40,144,7,326,X,1.52381,0,kernel,24.380953,"[128, 1, 1]",51,64
6083647121505.8,"[128, 1, 1]",7,0,23.552,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,346,X,37.333332,0,kernel,149.333328,"[3136, 1, 1]",100,77
6083647121530.152,"[256, 1, 1]",7,0,21.376,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,368,X,18.666666,0,kernel,149.333328,"[392, 4, 1]",100,82
6083647121552.712,"[256, 1, 1]",7,0,4.96,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,370,X,6.095238,0,kernel,48.761906,"[1, 4, 128]",100,82
6083647121560.872,"[128, 1, 1]",7,0,102.08,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,230,49152,7,374,X,2.333333,0,kernel,9.333333,"[1, 98, 2]",17,82
6083647121663.752,"[128, 1, 1]",7,0,20.384,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",1,0,16,0,7,383,X,74.666664,0,kernel,298.666656,"[6272, 1, 1]",100,85
6083647121684.936,"[128, 1, 1]",7,0,2.304,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,389,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,86
6083647121688.136,"[512, 1, 1]",7,0,22.24,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, 512, true, 1, true>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",1,0,40,144,7,441,X,1.52381,0,kernel,24.380953,"[128, 1, 1]",51,89
6083647121735.208,"[128, 1, 1]",7,0,24.0,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,461,X,37.333332,0,kernel,149.333328,"[3136, 1, 1]",100,102
6083647121759.943,"[256, 1, 1]",7,0,20.48,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",1,0,26,0,7,480,X,18.666666,0,kernel,149.333328,"[1568, 1, 1]",100,105
6083647121781.16,"[256, 1, 1]",7,0,4.736,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,498,X,4.666667,0,kernel,37.333332,"[98, 4, 1]",78,109
6083647121786.663,"[256, 1, 1]",7,0,6.945,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,500,X,12.190476,0,kernel,97.523811,"[1, 4, 256]",100,109
6083647121794.343,"[128, 1, 1]",7,0,53.28,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,230,49152,7,503,X,0.595238,0,kernel,2.380952,"[2, 25, 1]",5,109
6083647121848.52,"[128, 1, 1]",7,0,6.943,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",1,0,16,0,7,512,X,37.333332,0,kernel,149.333328,"[3136, 1, 1]",100,112
6083647121856.264,"[128, 1, 1]",7,0,1.983,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,518,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,113
6083647121859.143,"[512, 1, 1]",7,0,11.232,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,14480,7,571,X,3.047619,0,kernel,48.761906,"[256, 1, 1]",100,116
6083647121880.775,"[128, 1, 1]",7,0,6.657,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,592,X,18.666666,0,kernel,74.666664,"[1568, 1, 1]",100,129
6083647121888.263,"[256, 1, 1]",7,0,7.488,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,614,X,9.333333,0,kernel,74.666664,"[98, 8, 1]",100,134
6083647121896.519,"[256, 1, 1]",7,0,11.072,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,616,X,24.380953,0,kernel,195.047623,"[1, 8, 256]",100,134
6083647121910.536,"[128, 1, 1]",7,0,83.967,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,230,49152,7,620,X,4.761905,0,kernel,19.047619,"[2, 25, 8]",17,134
6083647121995.367,"[128, 1, 1]",7,0,7.296,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",1,0,16,0,7,629,X,37.333332,0,kernel,149.333328,"[3136, 1, 1]",100,137
6083647122003.399,"[128, 1, 1]",7,0,1.952,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,635,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,138
6083647122006.119,"[512, 1, 1]",7,0,10.56,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,14480,7,688,X,3.047619,0,kernel,48.761906,"[256, 1, 1]",100,141
6083647122026.695,"[128, 1, 1]",7,0,7.168,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,709,X,18.666666,0,kernel,74.666664,"[1568, 1, 1]",100,154
6083647122034.631,"[256, 1, 1]",7,0,6.464,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,731,X,9.333333,0,kernel,74.666664,"[98, 8, 1]",100,159
6083647122041.895,"[256, 1, 1]",7,0,10.784,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,733,X,24.380953,0,kernel,195.047623,"[1, 8, 256]",100,159
6083647122056.007,"[128, 1, 1]",7,0,88.416,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,230,49152,7,737,X,4.761905,0,kernel,19.047619,"[2, 25, 8]",17,159
6083647122145.255,"[128, 1, 1]",7,0,7.616,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",1,0,16,0,7,746,X,37.333332,0,kernel,149.333328,"[3136, 1, 1]",100,162
6083647122153.735,"[128, 1, 1]",7,0,1.92,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,752,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,163
6083647122156.423,"[512, 1, 1]",7,0,10.112,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,14480,7,805,X,3.047619,0,kernel,48.761906,"[256, 1, 1]",100,166
6083647122176.583,"[128, 1, 1]",7,0,6.944,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,826,X,18.666666,0,kernel,74.666664,"[1568, 1, 1]",100,179
6083647122184.423,"[256, 1, 1]",7,0,6.688,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",1,0,26,0,7,845,X,9.333333,0,kernel,74.666664,"[784, 1, 1]",100,182
6083647122191.847,"[256, 1, 1]",7,0,2.464,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,863,X,2.380952,0,kernel,19.047619,"[25, 8, 1]",40,186
6083647122195.111,"[256, 1, 1]",7,0,18.848,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,865,X,48.761906,0,kernel,390.095245,"[1, 8, 512]",100,186
6083647122214.695,"[128, 1, 1]",7,0,51.168,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_128x64_16x6_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_128x64_16x6_nhwc_align4::Params),1,0,162,73728,7,869,X,0.666667,0,kernel,2.666667,"[28, 2, 1]",0,186
